student_id,trial,passageA,passageB
5151603969,90,90,90
4351603658,90,90,90
4151602773,90,90,90
6251605567,90,90,90
5151603970,90,90,90
5151603965,90,90,90
5151603971,90,90,90
5151603959,90,90,90
5151603961,90,90,90
5151603962,90,90,90
1552600787,90,90,90
5152604391,90,90,90
4251603149,90,90,90
5151603967,90,90,90
5151603963,90,90,90
6251605554,90,90,90
6251605555,90,90,90
6251605557,90,90,90
5151603974,90,90,90
5151603968,90,90,90
5152604393,90,90,90
4251603176,90,90,90
5152604388,90,90,90
4151602788,90,90,90
5152604392,90,90,90
5152604367,90,90,90
4251603177,90,90,90
4151602739,90,90,90
6251605564,90,90,90
1552600784,90,90,90
4151602840,90,90,90
4151602725,90,90,90
4151602731,90,90,90
4151602740,90,90,90
5152604369,90,90,90
4151602730,90,90,90
4151602837,90,90,90
4151602815,100,90,100
4151602741,90,90,90
4151602824,90,90,90
4151602834,90,90,90
4151602817,90,90,90
4151602738,90,90,90
4151602821,90,90,90
4151602790,90,90,90
3151601965,90,90,90
4151602772,90,90,90
4151602727,90,90,90
4151602827,90,90,90
4151602825,90,90,90
3151601987,90,90,90
4151602791,90,90,90
4151602743,90,90,90
4151602778,100,90,100
4151602789,90,90,90
4151602756,90,90,90
4151602836,90,90,90
4151602794,90,90,90
6251605569,90,90,90
4151602779,90,90,90
4151602810,90,90,90
4151602777,90,90,90
4151602760,90,90,90
4151602750,90,90,90
4151602734,90,90,90
4151602749,90,90,90
4151602807,90,90,90
4151602774,90,90,90
4151602758,90,90,90
4151602764,90,90,90
4151602833,90,90,90
5152604378,90,90,90
4151602732,90,90,90
4151602793,90,90,90
4151602729,90,90,90
4151602792,90,90,90
6251605552,90,90,90
4151602835,90,90,90
4151602783,90,90,90
4151602723,90,90,90
4151602722,90,90,90
3151601985,90,90,90
5152604366,90,90,90
4151602742,90,90,90
4151602804,90,90,90
4151602771,100,90,90
4151602830,90,90,90
4151602737,90,90,90
4151602785,90,90,90
5152604383,90,90,90
4151602795,90,90,90
4151602720,90,90,90
4151602763,90,90,90
6251605565,90,90,90
1551600668,90,90,90
4151602805,90,90,90
4151602733,90,90,90
5151603976,90,90,90
6251605559,90,90,90
4151602768,90,90,90
4151602818,90,90,90
4151602755,90,90,90
4151602819,90,90,90
4151602751,90,90,90
4151602754,90,90,90
1552600786,90,90,90
4151602826,90,90,90
4151602796,90,90,90
4151602816,90,90,90
4151602839,90,90,90
4151602809,90,90,90
4151602752,90,90,90
1552600781,90,90,90
3151601964,90,90,90
4151602762,90,90,90
4151602765,90,90,90
4151602803,90,90,90
4151602798,90,90,90
4151602747,90,90,90
4151602776,90,90,90
4151602761,90,90,90
4151602753,90,90,90
5152604380,90,90,90
4151602744,90,90,90
4151602769,90,90,90
8351607236,90,90,90
4151602786,90,90,90
5151603973,90,90,90
4151602784,90,90,90
5152604384,90,90,90
4151602780,90,90,90
4151602748,90,90,90
5152604396,90,90,90
6251605570,90,90,90
4151602813,90,90,90
4151602806,90,90,90
4151602838,90,90,90
5152604381,90,90,90
4151602808,90,90,90
4151602828,90,90,90
3151601966,90,90,90
5152704398,90,90,90
4151602802,90,90,90
5152604390,90,90,90
3151601970,90,90,90
1552600770,90,90,90
8351607248,90,90,90
5152604371,90,90,90
5152604368,90,90,90
4151602800,90,90,90
3151601997,90,90,90
4251603186,90,90,90
2351601793,20,90,90
4151602770,90,90,90
3151602005,90,90,90
3151602004,90,90,90
3151601996,90,90,90
3151601988,90,90,90
3151601999,90,90,90
3151601991,90,90,90
3151602000,90,90,90
3151602003,90,90,90
3151601995,90,90,90
1251600320,90,90,90
3151601992,90,90,90
3151601967,90,90,90
1251600319,90,90,90
2151601093,90,90,90
3151601993,90,90,90
3151601998,90,90,90
3151601994,90,90,90
3151602006,90,90,90
4151602811,90,90,90
3151602002,90,90,90
5351604607,90,90,90
4151602746,90,90,90
1251600324,90,90,90
5152604395,90,90,90
4151602799,90,90,90
1351600418,90,90,90
5351604608,90,90,90
5351604630,90,90,90
5152604375,90,90,90
4151602735,90,90,90
4551603825,90,90,90
4551603827,90,90,90
4551603820,90,90,90
4151602726,90,90,90
2151601111,90,90,90
5351604624,100,90,100
4251603191,90,90,90
5351604627,90,90,90
4251603181,90,90,90
5351604633,90,90,90
5152604376,90,90,90
5351604629,90,90,90
5351604638,90,90,90
1251600318,100,90,90
5351604609,90,90,90
5351604643,100,90,90
5351604615,90,90,90
4251603206,90,90,90
4251603185,90,90,90
1251600329,90,90,90
5351604631,90,90,90
4251603205,90,90,90
5351604628,90,90,90
5151603988,90,90,90
4251603179,90,90,90
5351604641,90,90,90
5151603989,90,90,90
4251603197,90,90,90
5152604397,90,90,90
4251603207,90,90,90
5351604614,90,90,90
4551603821,90,90,90
5351604625,90,90,90
4251603184,90,90,90
4251603178,90,90,90
3151601969,90,90,90
4251603188,90,90,90
5351604623,90,90,90
5351604637,90,90,90
1251600316,90,90,90
4551603823,90,90,90
5351604640,90,90,90
4251603202,90,90,90
5351604639,90,90,90
4251603187,90,90,90
4251603192,90,90,90
7551606680,90,90,90
5351604632,90,90,90
4251603203,90,90,90
4251603196,90,90,90
5351604642,90,90,90
1251600327,90,90,90
5151603977,90,90,90
5351604619,90,90,90
8351607219,90,90,90
1251600330,90,90,90
1251600328,90,90,90
4251603195,90,90,90
5351604618,90,90,90
4251603200,90,90,90
5151603983,90,90,90
1251600321,90,90,90
4251603199,90,90,90
3151602007,90,90,90
3151602001,90,90,90
5152604374,90,90,90
5351604621,90,90,90
4251603201,90,90,90
2351601788,100,90,100
1251600326,90,90,90
1251600323,90,90,90
1251600325,90,90,90
1251600322,90,90,90
8351607207,90,90,90
5351604626,90,90,90
1251600315,90,90,90
5152604373,90,90,90
4251603183,90,90,90
5351604613,90,90,90
4251603189,90,90,90
4251603198,90,90,90
5351504605,90,90,90
8351607226,90,90,90
1251600313,90,90,90
5151603991,90,90,90
5351604644,90,90,90
5151603985,90,90,90
1151600151,90,90,90
2151601071,90,90,90
5151603972,90,90,90
6251605551,90,90,90
5351604635,90,90,90
8351607220,90,90,90
5151603981,90,90,90
5351604634,90,90,90
5151603992,90,90,90
1251600314,90,90,90
4251603194,90,90,90
5152604377,90,90,90
5151603979,90,90,90
1251700331,90,90,90
5151603978,90,90,90
4151602832,90,90,90
5151603982,90,90,90
5151603980,90,90,90
5151603975,90,90,90
5351604610,90,90,90
3251502159,90,90,90
4251603193,90,90,90
5351604611,90,90,90
5151603986,90,90,90
5151603987,90,90,90
4551603828,90,90,90
5152604372,90,90,90
4151602767,90,90,90
5351604636,90,90,90
3251502161,90,90,90
3251502160,90,90,90
1552600773,90,90,90
4251603180,90,90,90
3251502162,90,90,90
4251603168,90,90,90
4551603826,90,90,90
3251502164,90,90,90
3251502165,90,90,90
3251502166,90,90,90
8351607229,90,90,90
5351604616,90,90,90
1552600767,90,90,90
8351607213,90,90,90
1552600782,90,90,90
1552600785,90,90,90
1451600452,90,90,90
1451600450,90,90,90
1451500435,90,90,90
2351601799,100,90,90
7651606727,100,100,90
4551603822,90,90,90
5351604620,90,90,90
1451600439,90,90,90
1451600448,90,90,90
1451600449,90,90,90
1451600454,90,90,90
1451600442,90,90,90
2351601775,100,90,100
1552600788,90,90,90
1552600779,90,90,90
3251602181,90,90,90
1151600152,90,90,90
8351607240,90,90,90
8351607204,90,90,90
3251602180,90,90,90
1451600438,90,90,90
1451600445,90,90,90
2151601058,90,90,90
1451600437,90,90,90
2351601811,20,90,90
8351607223,90,90,90
8351607231,90,90,90
8351607234,90,90,90
3251602182,90,90,90
1552600783,90,90,90
1451600447,90,90,90
7151706318,90,90,90
3251602184,90,90,90
1451500433,90,90,90
8351607212,90,90,90
1552600780,90,90,90
1451600453,90,90,90
3251502168,90,90,90
1551500644,90,90,90
1551600664,90,90,90
1551600663,90,90,90
8351607251,90,90,90
2351601792,100,90,100
3251602177,90,90,90
1552600772,90,90,90
1551600669,90,90,90
1552600768,90,90,90
5351604617,90,90,90
1551600662,90,90,90
4551603824,90,90,90
5351604612,90,90,90
3251602178,90,90,90
8351607242,90,90,90
8351607238,90,90,90
3251502167,90,90,90
1451500431,90,90,90
3251602176,90,90,90
3251502169,90,90,90
8351607214,90,90,90
1451500432,90,90,90
3251602175,90,90,90
3251502170,90,90,90
7651606723,100,100,90
8351607209,90,90,90
8351607247,90,90,90
8351607210,90,90,90
3251502171,90,90,90
8351607211,90,90,90
3251502163,90,90,90
1451600444,90,90,90
1552600776,90,90,90
3251502173,90,90,90
8351607237,90,90,90
3251502172,90,90,90
8351607249,90,90,90
8351607205,90,90,90
1551600657,90,90,90
8351607225,90,90,90
1451600440,90,90,90
1451600443,90,90,90
1451600446,90,90,90
1451600441,90,90,90
3251602174,90,90,90
8351607244,90,90,90
8351607250,90,90,90
4251603190,90,90,90
8351607241,90,90,90
2351601783,80,90,90
4151602781,90,90,90
8351607206,90,90,90
8351607227,90,90,90
1551500642,90,90,90
2351601815,100,90,90
7551606684,90,90,90
1551500633,90,90,90
2351601785,100,90,90
2351601780,100,90,90
8351607230,90,90,90
1451500434,90,90,90
1551600646,90,90,90
1551600655,90,90,90
1551600666,90,90,90
1551600661,90,90,90
1551600665,90,90,90
2351601794,90,90,100
1551600653,90,90,90
1551600667,90,90,90
2351601802,100,90,90
2351601819,100,90,90
2351601777,100,100,90
2351601820,100,90,90
2351601773,20,90,90
2251601444,90,90,90
2251601423,90,90,90
2251601422,90,90,90
2251601420,90,90,90
2251601402,90,90,90
2251601450,90,90,90
2251601421,90,90,90
2251601435,90,90,90
2251601415,90,90,90
2251601447,90,90,90
2251601431,90,90,90
2251601407,90,90,90
2251601446,90,90,90
2251601430,90,90,90
2251601429,90,90,90
2251601424,90,90,90
2251601403,90,90,90
2251601454,90,90,90
2251601399,90,90,90
2251601419,90,90,90
2251601449,90,90,90
2251601400,90,90,90
2251601408,90,90,90
2251601405,90,90,90
2251601425,100,90,100
2251601436,90,90,90
2251601437,90,90,90
2251601404,90,90,90
2251601439,90,90,90
2251601410,90,90,90
2251601401,100,90,100
2251601433,90,90,90
2251601457,90,90,90
2251601445,90,90,90
2251601443,90,90,90
2251601416,90,90,90
6451605778,90,90,90
2251601414,90,90,90
2251601427,90,90,90
8351607208,90,90,90
2251601453,90,90,90
6451605776,90,90,90
2251601451,90,90,90
2251601456,90,90,90
2251601411,90,90,90
2251601438,90,90,90
2251601442,90,90,90
2251601448,90,90,90
2251601440,90,90,90
2351601782,90,90,90
2351601781,100,90,90
2151601106,90,90,90
2351601772,100,90,90
2351601810,90,90,90
8251606982,90,90,90
8251606983,90,90,90
8251607000,90,90,90
8251606986,90,90,90
8251606981,90,90,90
8251606988,90,90,90
8251607002,90,90,90
8251606987,90,90,90
8251607003,90,90,90
8251607001,90,90,90
8251606996,90,90,90
8251606984,90,90,90
8251606995,90,90,90
8251606978,90,90,90
8251606997,90,90,90
8251606994,90,90,90
8251606993,90,90,90
8251606979,90,90,90
8251606998,90,90,90
2351601822,90,90,90
8251606977,90,90,90
8251606980,90,90,90
8251606976,90,90,90
8251606999,90,90,90
8251606991,90,90,90
8251606992,90,90,90
2351601813,100,90,90
2351601809,90,90,90
2351601809,90,90,90
2351601800,100,90,90
8251606990,90,90,90
2351601787,100,90,100
2351601795,100,90,90
6451605780,90,90,90
6451605775,90,90,90
6451605779,90,90,90
2351601791,90,90,90
6451605777,90,90,90
6451605771,90,90,90
2351601784,70,90,90
6451605768,90,90,90
2251601434,90,90,90
2351601779,50,90,90
2351601808,100,90,90
6552605971,90,90,90
2351601803,100,90,90
6451605767,90,90,90
6451605764,90,90,90
6151605385,90,90,90
6151605379,90,90,90
6151605377,90,90,90
6151605400,90,90,90
6151605389,90,90,90
6151605399,90,90,90
6151605386,90,90,90
6151605390,90,90,90
6151605398,90,90,90
6151605376,90,90,90
6151605381,90,90,90
6151605371,90,90,90
6151605372,90,90,90
6151605394,90,90,90
6151605374,90,90,90
6151605393,90,90,90
6151605397,90,90,90
6151605392,90,90,90
6151605395,90,90,90
6151605382,90,90,90
6151605402,100,90,90
6451605773,90,90,90
5152604386,90,90,90
6151605383,90,90,90
6451605772,90,90,90
7551606683,90,90,90
6151605380,90,90,90
6451605769,100,90,90
6451605766,90,90,90
2351601789,80,90,90
6151605404,90,90,90
6151605391,90,90,90
6151605405,90,90,90
6151605406,90,90,90
6151605387,100,90,90
5551605137,90,90,90
5551605142,90,90,90
5551605151,90,90,90
5551605135,90,90,90
5551605133,90,90,90
5551605149,90,90,90
5551605143,90,90,90
5551605148,90,90,90
2351601821,90,90,90
5551605136,90,90,90
5551605141,90,90,90
5551605150,90,90,90
5551605140,90,90,90
5551605153,90,90,90
5551605152,90,90,90
5551605139,90,90,90
5551605145,90,90,90
5551605138,90,90,90
5551605144,90,90,90
2351601805,60,90,90
5551605146,90,90,90
5551605147,90,90,90
2351601818,100,90,100
2351601786,90,90,90
2351601798,90,90,90
5551605162,90,90,90
5551605164,100,90,90
5551605163,90,90,90
5551605160,90,90,90
5551605155,90,90,90
5551605156,90,90,90
5551605161,90,90,90
5551605159,90,90,90
5551605157,90,90,90
5551605165,90,90,90
5551605158,90,90,90
6451605765,90,90,90
6451605774,90,90,90
2351601774,100,90,90
2351601806,20,80,90
2351601807,90,90,90
2351601807,90,90,90
1551600651,90,90,90
1551600648,90,90,90
1551600659,90,90,90
1551600652,90,90,90
1551600647,90,90,90
1551600656,90,90,90
1551600650,90,90,90
1551600660,90,90,90
1551600649,90,90,90
6551615879,90,90,90
6551615878,90,90,90
6551615877,90,90,90
6551615880,90,90,90
6551615883,90,90,90
6551615884,90,90,90
6551615881,90,90,90
2351601801,90,90,90
1551500638,90,90,90
1551500641,90,90,90
1551500645,90,90,90
1551500637,90,90,90
2351601804,90,90,90
3351612442,90,90,90
3351612454,90,90,90
3351612443,90,90,90
3351612445,90,90,90
3351612444,90,90,90
3351612455,90,90,90
3351612452,90,90,90
3351612453,90,90,90
3351612449,90,90,90
3351612441,90,90,90
3351612448,90,90,90
3351612447,90,90,90
7351616534,90,90,90
3351612446,90,90,90
3351612457,90,90,90
3351612450,90,90,90
3351612451,90,90,90
1651600873,90,90,90
1651600871,90,90,90
1651600870,90,90,90
3152612137,90,90,90
3152612136,90,90,90
3152612134,90,90,90
3152612135,90,90,90
3152612142,90,90,90
1651610880,90,90,90
3152612131,90,90,90
3152612141,90,90,90
3152612133,90,90,90
3152612139,90,90,90
6552615985,100,100,90
1651610881,90,90,90
6552615979,100,100,90
6552615984,100,100,90
6552615983,100,90,90
4351613696,90,90,90
3151612016,90,90,90
3152612138,90,90,90
4351613697,90,90,90
4151602820,90,90,90
3151612017,90,90,90
1651610878,90,90,90
4351613704,90,90,90
3151612013,90,90,90
1651610877,90,90,90
6552615987,100,100,90
5251604550,90,90,90
5251614558,90,90,90
5251614554,90,90,90
6552615986,100,100,90
4351613705,90,90,90
5251614557,90,90,90
5251614555,90,90,90
3251512186,90,90,90
5251614556,90,90,90
3251512188,90,90,90
3251612190,90,90,90
5251604551,90,90,90
4351613695,90,90,90
3251612191,90,90,90
8151616894,90,90,90
3251612189,90,90,90
8151616885,90,90,90
3251512185,90,90,90
4351613702,90,90,90
8151616888,90,90,90
8151616884,90,90,90
8151616883,90,90,90
8151616891,90,90,90
8151616890,90,90,90
8151616887,90,90,90
4351613703,90,90,90
8151616889,90,90,90
8151616886,90,90,90
8151616892,90,90,90
8151616881,90,90,90
3151612021,90,90,90
4351613706,90,90,90
3151612012,90,90,90
4351613700,90,90,90
2351601778,90,90,90
4351613681,90,90,90
3151612020,90,90,90
1651600875,90,90,90
6351615722,90,90,90
6351615716,90,90,90
6351615719,90,90,90
6351615717,90,90,90
3151612019,90,90,90
7151616351,90,90,90
7151616346,90,90,90
7151616344,90,90,90
7151616341,90,90,90
7151616349,90,90,90
7151616343,90,90,90
7151616352,90,90,90
8151616882,90,90,90
4351613682,90,90,90
3151612010,90,90,90
3151612009,90,90,90
7151616353,90,90,90
6351615718,90,90,90
3151612018,90,90,90
4351613701,90,90,90
8151616893,90,90,90
4351613683,90,90,90
7151616335,90,90,90
3151612011,90,90,90
4351613687,90,90,90
6351615715,90,90,90
6351615713,90,90,90
6351615712,90,90,90
1151610180,90,90,90
6351615714,90,90,90
6351615710,90,90,90
4551503831,90,90,90
4351613689,90,90,90
6351715723,90,90,90
4351613688,90,90,90
6351615708,90,90,90
6351615711,90,90,90
6351615720,90,90,90
1151610175,90,90,90
1151610167,90,90,90
1151610172,90,90,90
6351615709,90,90,90
1151610168,90,90,90
4351613685,90,90,90
1151600160,90,90,90
1151610173,90,90,90
1151600161,90,100,90
2351601776,90,90,90
1151610169,90,90,90
7151616333,90,90,90
4351613694,90,90,90
1151610174,90,90,90
1151600159,90,90,90
4451503784,90,90,90
4451513791,90,90,90
4451503783,90,90,90
1151600165,90,90,90
1151610166,90,90,90
1151600164,90,90,90
4451613801,90,90,90
1151600158,90,90,90
4351613691,90,90,90
4451503782,90,90,90
4451513793,90,90,90
1151600157,90,90,90
4351613693,90,90,90
1151600162,100,90,100
7151616326,90,90,90
4451503788,90,90,90
4451503786,90,90,90
1151600163,90,90,90
1151610171,90,90,90
7151616345,90,90,90
7151616354,90,90,90
4451503785,90,90,90
4451503787,90,90,90
7151616337,90,90,90
1651610879,90,90,90
1151610177,90,90,90
1151610170,90,90,90
7151616328,90,90,90
7151616336,90,90,90
4451503781,90,90,90
4451503777,90,90,90
4451503780,90,90,90
4451503779,90,90,90
7151616329,90,90,90
4351613692,90,90,90
5151614021,90,90,90
4451513798,90,90,90
4451503790,90,90,90
4451513797,90,90,90
4451513794,90,90,90
4551503830,90,90,90
4451513796,90,90,90
4451513795,60,90,90
7151616340,90,90,90
5151614017,90,90,90
7151616338,90,90,90
7151616330,90,90,90
4551503829,90,90,90
5151614020,90,90,90
5151614014,90,90,90
5151614010,90,90,90
5151614013,90,90,90
5151614016,90,90,90
5151614009,90,90,90
5151614023,90,90,90
5151614024,90,90,90
